firm_id,year,state,cost,wage,rental_rate,epsilon,kappa,alpha,A,Lbar,rho,sales_weight,payroll_weight,property_weight,FA_tax_rate,separate_acct_tax_rate,sales_tax_rate,payroll_tax_rate,optimal_price,optimal_quantity_consumed,optimal_quantity_produced,optimal_state_revenue,optimal_state_cost,optimal_profits,optimal_state_profits,price_Fajgelbaum_et_al,quantity_Fajgelbaum_et_al,revenue_Fajgelbaum_et_al
1,1,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,1.0000000037784633,0.9999999963118349,0.9999999881616273,1.0000000000902982,0.725599385029823,0.5488012256127736,0.274400604978711,,,
1,1,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,1.0000000037783665,0.9999999963119316,0.9999999943746569,1.000000000090298,0.7255993895379996,0.5488012256127736,0.2744006004707904,,,
1,2,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0315789473684211,0,0,0,1.0044724703816996,0.9838687620965691,0.9999066903982308,0.9882690859945256,0.7255316881368007,0.5401863712915396,0.26273738773116284,,,
1,2,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9956687436163765,1.0159445557320366,0.9999066173430905,1.0115442393896146,0.7255316351279627,0.5401863712915396,0.28601259422407843,,,
1,3,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0631578947368421,0,0,0,1.0092368953878432,0.9670474883153932,0.9996148357096183,0.9759800048000391,0.7253199182621289,0.5316755763651297,0.25066007636361454,,,
1,3,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9913459961696903,1.032182225194326,0.9996148677130162,1.0232497162639167,0.7253199414838069,0.5316755763651297,0.29792976478636624,,,
1,4,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0947368421052632,0,0,0,1.0143123734373154,0.9495290793622784,0.9991064173818083,0.9631190941357016,0.724951009727186,0.5232737382526196,0.23816807418335084,,,
1,4,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9870408911157156,1.048683774621241,0.9991064265148273,1.0350937674007419,0.7249510163541081,0.5232737382526196,0.31014274109656814,,,
1,5,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.126315789473684,0,0,0,1.0197188036234044,0.9313107418065212,0.9983627156123128,0.949675075436571,0.7244113794360536,0.5149858627671626,0.2252636857211292,,,
1,5,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9827632122252311,1.065414642120426,0.9983626582279512,1.047050316042065,0.7244113377979388,0.5149858627671626,0.3226389683372731,,,
1,6,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.157894736842105,0,0,0,1.0254768246880726,0.9123946105794445,0.9973646508752849,0.9356395281195192,0.7236871832774053,0.5068170414155697,0.21195233451485695,,,
1,6,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9785233620388063,1.0823346763580919,0.9973646259757799,1.0590897663611034,0.7236871652103148,0.5068170414155697,0.3354025912963855,,,
1,7,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.189473684210526,0,0,0,1.0316077302812734,0.8927883657251997,0.9960931856651692,0.9210073795873007,0.7227646076298545,0.4987724245420274,0.19824276155885756,,,
1,7,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9743323098750114,1.0993979659122453,0.9960931358859938,1.071178959599167,0.7227645715100657,0.4987724245420274,0.3484143782678484,,,
1,8,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.221052631578947,0,0,0,1.0381333631880467,0.8725058167285157,0.9945292846813374,0.9057773979215075,0.7216298404719105,0.4908571901295839,0.1841475469855307,,,
1,8,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9702015218001236,1.1165527790413992,0.9945293010024947,1.0832812053961227,0.7216298523145485,0.4908571901295839,0.36165134330224025,,,
1,9,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.252631578947368,0,0,0,1.0450759883209124,0.8515674276437765,0.9926545197319472,0.8899526710667167,0.7202695103004522,0.483076508476206,0.16968315023251912,,,
1,9,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9661428718660628,1.1337416370540583,0.992654534880002,1.0953564011775394,0.7202695212918865,0.483076508476206,0.37508687014750597,,,
1,10,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.284210526315789,0,0,0,1.0524581447872348,0.8300007538919187,0.9904511198491449,0.873541053613095,0.7186707224943387,0.4754355027710645,0.15487032051090088,,,
1,10,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9621685343635842,1.1509015430298972,0.9904511669869805,1.1073612508538637,0.7186707566975704,0.4754355027710645,0.3886904844584781,,,
1,11,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.315789473684211,0,0,0,1.0603024785452764,0.8078407599969606,0.9879025102608265,0.856555560094677,0.716821450392527,0.46793920603975403,0.1397340990259931,,,
1,11,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9582908578135162,1.1679643840070164,0.9879026236578694,1.1192495914457188,0.7168215326734653,0.46793920603975403,0.4024280491232488,,,
1,12,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.347368421052632,0,0,0,1.068631558157983,0.7851299880495385,0.9849937925956951,0.8390146824859369,0.7147108837310475,0.4605925150128281,0.12430378799521136,,,
1,12,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9545222222733966,1.1848575193182214,0.9849937046869252,1.1309728324169726,0.7147108199444101,0.4605925150128281,0.41626200286181114,,,
1,13,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.378947368421053,0,0,0,1.077467677204301,0.7619185493606583,0.9817115560067855,0.8209426095984991,0.7123292915941605,0.4534001416039981,0.10861330715603124,,,
1,13,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9508748824963367,1.201504560259368,0.9817115435282485,1.1424805075554392,0.7123292825397292,0.4534001416039981,0.43015121544198043,,,
1,14,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.410526315789474,0,0,0,1.0868326482049602,0.7382639165781135,0.9780451493529699,0.8023693275287569,0.7096689455097479,0.4463665630370178,0.09270037107674223,,,
1,14,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9473608005691776,1.2178263368571594,0.9780450939974604,1.1537209334392275,0.7096689053437687,0.4463665630370178,0.4440520185573985,,,
1,15,1,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.442105263157895,0,0,0,1.0967475937253646,0.714230501176636,0.973986246286161,0.7833305835307367,0.7067238038764201,0.4394959716583093,0.0766067686125469,,,
1,15,2,100,0.507920270448259,0.217680115906397,3.64432,1,0.3,1,27.848558398,inf,1,0,0,0.0,0,0,0,0.9439914724828358,1.2337420368955814,0.9739862817013627,1.164641962073033,0.7067238295737039,0.4394959716583093,0.45791812299546786,,,
